type,name,file_path,line,confidence,responsibility,purity,boundary,lifecycle,rpbl_score,evidence
Factory,create_tables,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/infrastructure/sqlite/database.py,25,50.0,5,6,4,3,4.5,def create_tables():
RepositoryImpl,TodoRepositoryImpl,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/infrastructure/sqlite/todo/todo_repository.py,15,75.0,8,3,6,7,6.0,class TodoRepositoryImpl(TodoRepository):
Unknown,new_todo_repository,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/infrastructure/sqlite/todo/todo_repository.py,86,30.0,5,5,5,5,5.0,def new_todo_repository(session: Session) -> TodoR
DTO,TodoDTO,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/infrastructure/sqlite/todo/todo_dto.py,19,50.0,4,8,8,3,5.75,class TodoDTO(Base):
UseCase,FindTodoByIdUseCase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/find_todo_by_id_usecase.py,11,50.0,6,5,7,4,5.5,class FindTodoByIdUseCase(ABC):
UseCase,FindTodoByIdUseCaseImpl,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/find_todo_by_id_usecase.py,26,50.0,6,5,7,4,5.5,class FindTodoByIdUseCaseImpl(FindTodoByIdUseCase)
Unknown,new_find_todo_by_id_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/find_todo_by_id_usecase.py,55,30.0,5,5,5,5,5.0,def new_find_todo_by_id_usecase(todo_repository: T
UseCase,StartTodoUseCase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/start_todo_usecase.py,15,50.0,6,5,7,4,5.5,class StartTodoUseCase(ABC):
UseCase,StartTodoUseCaseImpl,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/start_todo_usecase.py,30,50.0,6,5,7,4,5.5,class StartTodoUseCaseImpl(StartTodoUseCase):
Unknown,new_start_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/start_todo_usecase.py,71,30.0,5,5,5,5,5.0,def new_start_todo_usecase(todo_repository: TodoRe
UseCase,CompleteTodoUseCase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/complete_todo_usecase.py,15,50.0,6,5,7,4,5.5,class CompleteTodoUseCase(ABC):
UseCase,CompleteTodoUseCaseImpl,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/complete_todo_usecase.py,30,50.0,6,5,7,4,5.5,class CompleteTodoUseCaseImpl(CompleteTodoUseCase)
Unknown,new_complete_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/complete_todo_usecase.py,71,30.0,5,5,5,5,5.0,def new_complete_todo_usecase(todo_repository: Tod
UseCase,FindTodosUseCase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/find_todos_usecase.py,10,50.0,6,5,7,4,5.5,class FindTodosUseCase(ABC):
UseCase,FindTodosUseCaseImpl,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/find_todos_usecase.py,22,50.0,6,5,7,4,5.5,class FindTodosUseCaseImpl(FindTodosUseCase):
Unknown,new_find_todos_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/find_todos_usecase.py,38,30.0,5,5,5,5,5.0,def new_find_todos_usecase(todo_repository: TodoRe
UseCase,CreateTodoUseCase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/create_todo_usecase.py,11,50.0,6,5,7,4,5.5,class CreateTodoUseCase(ABC):
UseCase,CreateTodoUseCaseImpl,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/create_todo_usecase.py,29,50.0,6,5,7,4,5.5,class CreateTodoUseCaseImpl(CreateTodoUseCase):
Unknown,new_create_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/create_todo_usecase.py,57,30.0,5,5,5,5,5.0,def new_create_todo_usecase(todo_repository: TodoR
UseCase,DeleteTodoUseCase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/delete_todo_usecase.py,10,50.0,6,5,7,4,5.5,class DeleteTodoUseCase(ABC):
UseCase,DeleteTodoUseCaseImpl,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/delete_todo_usecase.py,22,50.0,6,5,7,4,5.5,class DeleteTodoUseCaseImpl(DeleteTodoUseCase):
Unknown,new_delete_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/delete_todo_usecase.py,50,30.0,5,5,5,5,5.0,def new_delete_todo_usecase(todo_repository: TodoR
UseCase,UpdateTodoUseCase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/update_todo_usecase.py,12,50.0,6,5,7,4,5.5,class UpdateTodoUseCase(ABC):
UseCase,UpdateTodoUseCaseImpl,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/update_todo_usecase.py,34,50.0,6,5,7,4,5.5,class UpdateTodoUseCaseImpl(UpdateTodoUseCase):
Unknown,new_update_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/usecase/todo/update_todo_usecase.py,78,30.0,5,5,5,5,5.0,def new_update_todo_usecase(todo_repository: TodoR
ValueObject,TodoDescription,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/value_objects/todo_description.py,7,50.0,4,9,5,8,6.5,class TodoDescription:
ValueObject,TodoStatus,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/value_objects/todo_status.py,6,50.0,4,9,5,8,6.5,class TodoStatus(Enum):
ValueObject,TodoTitle,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/value_objects/todo_title.py,7,50.0,4,9,5,8,6.5,class TodoTitle:
ValueObject,TodoId,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/value_objects/todo_id.py,8,50.0,4,9,5,8,6.5,class TodoId:
Repository,TodoRepository,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/repositories/todo_repository.py,10,75.0,8,6,7,7,7.0,class TodoRepository(ABC):
Unknown,TodoNotFoundError,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/exceptions/todo_not_found_error.py,4,30.0,5,5,5,5,5.0,class TodoNotFoundError(Exception):
Unknown,TodoNotStartedError,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/exceptions/todo_not_started_error.py,4,30.0,5,5,5,5,5.0,class TodoNotStartedError(Exception):
Unknown,TodoAlreadyStartedError,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/exceptions/todo_already_started_error.py,4,30.0,5,5,5,5,5.0,class TodoAlreadyStartedError(Exception):
Unknown,TodoAlreadyCompletedError,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/exceptions/todo_already_completed_error.py,4,30.0,5,5,5,5,5.0,class TodoAlreadyCompletedError(Exception):
Entity,Todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/domain/todo/entities/todo.py,14,50.0,9,3,8,9,7.25,class Todo:
DTO,TodoUpdateSchema,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/presentation/api/todo/schemas/todo_update_schema.py,6,50.0,4,8,8,3,5.75,class TodoUpdateSchema(BaseModel):
DTO,TodoCreateSchema,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/presentation/api/todo/schemas/todo_create_schema.py,6,50.0,4,8,8,3,5.75,class TodoCreateSchema(BaseModel):
DTO,TodoSchema,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/presentation/api/todo/schemas/todo_schema.py,8,50.0,4,8,8,3,5.75,class TodoSchema(BaseModel):
DTO,ErrorMessageTodoAlreadyCompleted,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/presentation/api/todo/error_messages/todo_already_completed_error_message.py,8,50.0,4,8,8,3,5.75,class ErrorMessageTodoAlreadyCompleted(BaseModel):
DTO,ErrorMessageTodoNotFound,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/presentation/api/todo/error_messages/todo_not_found_error_message.py,8,50.0,4,8,8,3,5.75,class ErrorMessageTodoNotFound(BaseModel):
DTO,ErrorMessageTodoNotStarted,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/presentation/api/todo/error_messages/todo_not_started_error_message.py,8,50.0,4,8,8,3,5.75,class ErrorMessageTodoNotStarted(BaseModel):
DTO,ErrorMessageTodoAlreadyStarted,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/presentation/api/todo/error_messages/todo_already_started_error_message.py,8,50.0,4,8,8,3,5.75,class ErrorMessageTodoAlreadyStarted(BaseModel):
Controller,TodoApiRouteHandler,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/dddpy/presentation/api/todo/handlers/todo_api_route_handler.py,38,50.0,6,2,9,4,5.25,class TodoApiRouteHandler:
Unknown,todo_repository_mock,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todos_usecase.py,14,30.0,5,5,5,5,5.0,def todo_repository_mock():
Unknown,find_todos_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todos_usecase.py,20,30.0,5,5,5,5,5.0,def find_todos_usecase(todo_repository_mock):
Unknown,test_find_todos_empty_list,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todos_usecase.py,25,30.0,5,5,5,5,5.0,"def test_find_todos_empty_list(find_todos_usecase,"
Unknown,test_find_todos_with_items,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todos_usecase.py,38,30.0,5,5,5,5,5.0,"def test_find_todos_with_items(find_todos_usecase,"
Unknown,todo_repository_mock,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todo_by_id_usecase.py,14,30.0,5,5,5,5,5.0,def todo_repository_mock():
Unknown,find_todo_by_id_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todo_by_id_usecase.py,20,30.0,5,5,5,5,5.0,def find_todo_by_id_usecase(todo_repository_mock):
Unknown,todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todo_by_id_usecase.py,26,30.0,5,5,5,5,5.0,def todo():
Unknown,test_find_todo_by_id_success,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todo_by_id_usecase.py,35,30.0,5,5,5,5,5.0,def test_find_todo_by_id_success(find_todo_by_id_u
Unknown,test_find_todo_by_id_not_found,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_find_todo_by_id_usecase.py,48,30.0,5,5,5,5,5.0,def test_find_todo_by_id_not_found(find_todo_by_id
Unknown,todo_repository_mock,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_complete_todo_usecase.py,15,30.0,5,5,5,5,5.0,def todo_repository_mock():
Unknown,complete_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_complete_todo_usecase.py,21,30.0,5,5,5,5,5.0,def complete_todo_usecase(todo_repository_mock):
Unknown,todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_complete_todo_usecase.py,27,30.0,5,5,5,5,5.0,def todo():
Unknown,test_complete_todo_success,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_complete_todo_usecase.py,38,30.0,5,5,5,5,5.0,def test_complete_todo_success(complete_todo_useca
Unknown,test_complete_todo_not_found,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_complete_todo_usecase.py,53,30.0,5,5,5,5,5.0,def test_complete_todo_not_found(complete_todo_use
Unknown,test_complete_already_completed_todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_complete_todo_usecase.py,65,30.0,5,5,5,5,5.0,def test_complete_already_completed_todo(
Unknown,todo_repository_mock,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_start_todo_usecase.py,14,30.0,5,5,5,5,5.0,def todo_repository_mock():
Unknown,start_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_start_todo_usecase.py,20,30.0,5,5,5,5,5.0,def start_todo_usecase(todo_repository_mock):
Unknown,todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_start_todo_usecase.py,26,30.0,5,5,5,5,5.0,def todo():
Unknown,test_start_todo_success,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_start_todo_usecase.py,35,30.0,5,5,5,5,5.0,"def test_start_todo_success(start_todo_usecase, to"
Unknown,test_start_todo_not_found,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_start_todo_usecase.py,49,30.0,5,5,5,5,5.0,"def test_start_todo_not_found(start_todo_usecase, "
Unknown,test_start_completed_todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_start_todo_usecase.py,61,30.0,5,5,5,5,5.0,"def test_start_completed_todo(start_todo_usecase, "
Unknown,todo_repository_mock,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_update_todo_usecase.py,14,30.0,5,5,5,5,5.0,def todo_repository_mock():
Unknown,update_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_update_todo_usecase.py,20,30.0,5,5,5,5,5.0,def update_todo_usecase(todo_repository_mock):
Unknown,todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_update_todo_usecase.py,26,30.0,5,5,5,5,5.0,def todo():
Unknown,test_update_todo_title_only,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_update_todo_usecase.py,35,30.0,5,5,5,5,5.0,def test_update_todo_title_only(update_todo_usecas
Unknown,test_update_todo_description_only,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_update_todo_usecase.py,51,30.0,5,5,5,5,5.0,def test_update_todo_description_only(update_todo_
Unknown,test_update_todo_both_fields,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_update_todo_usecase.py,67,30.0,5,5,5,5,5.0,def test_update_todo_both_fields(update_todo_useca
Unknown,test_update_todo_not_found,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_update_todo_usecase.py,86,30.0,5,5,5,5,5.0,def test_update_todo_not_found(update_todo_usecase
Unknown,todo_repository_mock,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_create_todo_usecase.py,14,30.0,5,5,5,5,5.0,def todo_repository_mock():
Factory,create_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_create_todo_usecase.py,20,50.0,5,6,4,3,4.5,def create_todo_usecase(todo_repository_mock):
Unknown,test_create_todo_with_title_only,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_create_todo_usecase.py,25,30.0,5,5,5,5,5.0,def test_create_todo_with_title_only(create_todo_u
Unknown,test_create_todo_with_title_and_description,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_create_todo_usecase.py,37,30.0,5,5,5,5,5.0,def test_create_todo_with_title_and_description(
Unknown,test_create_todo_repository_error,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_create_todo_usecase.py,52,30.0,5,5,5,5,5.0,def test_create_todo_repository_error(create_todo_
Unknown,todo_repository_mock,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_delete_todo_usecase.py,14,30.0,5,5,5,5,5.0,def todo_repository_mock():
Unknown,delete_todo_usecase,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_delete_todo_usecase.py,20,30.0,5,5,5,5,5.0,def delete_todo_usecase(todo_repository_mock):
Unknown,todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_delete_todo_usecase.py,26,30.0,5,5,5,5,5.0,def todo():
Unknown,test_delete_todo_success,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_delete_todo_usecase.py,34,30.0,5,5,5,5,5.0,"def test_delete_todo_success(delete_todo_usecase, "
Unknown,test_delete_todo_not_found,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/usecase/todo/test_delete_todo_usecase.py,47,30.0,5,5,5,5,5.0,def test_delete_todo_not_found(delete_todo_usecase
Unknown,test_todo_status_values,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_status.py,6,30.0,5,5,5,5,5.0,def test_todo_status_values():
Unknown,test_todo_status_enum_members,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_status.py,13,30.0,5,5,5,5,5.0,def test_todo_status_enum_members():
Unknown,test_str_representation,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_status.py,21,30.0,5,5,5,5,5.0,def test_str_representation():
Unknown,test_create_valid_title,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_title.py,8,30.0,5,5,5,5,5.0,def test_create_valid_title():
Unknown,test_empty_title_raises_error,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_title.py,14,30.0,5,5,5,5,5.0,def test_empty_title_raises_error():
Unknown,test_title_too_long_raises_error,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_title.py,20,30.0,5,5,5,5,5.0,def test_title_too_long_raises_error():
Unknown,test_str_representation,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_title.py,27,30.0,5,5,5,5,5.0,def test_str_representation():
Unknown,test_generate_creates_valid_uuid,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_id.py,10,30.0,5,5,5,5,5.0,def test_generate_creates_valid_uuid():
Unknown,test_generate_creates_unique_ids,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_id.py,17,30.0,5,5,5,5,5.0,def test_generate_creates_unique_ids():
Unknown,test_str_representation,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_id.py,24,30.0,5,5,5,5,5.0,def test_str_representation():
Unknown,test_create_valid_description,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_description.py,8,30.0,5,5,5,5,5.0,def test_create_valid_description():
Unknown,test_create_description_exceeding_length_limit,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_description.py,14,30.0,5,5,5,5,5.0,def test_create_description_exceeding_length_limit
Unknown,test_str_representation,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/value_objects/test_todo_description.py,21,30.0,5,5,5,5,5.0,def test_str_representation():
Unknown,test_create_todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,16,30.0,5,5,5,5,5.0,def test_create_todo():
Unknown,test_todo_properties,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,31,30.0,5,5,5,5,5.0,def test_todo_properties():
Unknown,test_update_title,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,57,30.0,5,5,5,5,5.0,def test_update_title():
Unknown,test_update_description,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,68,30.0,5,5,5,5,5.0,def test_update_description():
Unknown,test_clear_description,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,79,30.0,5,5,5,5,5.0,def test_clear_description():
Unknown,test_start_todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,89,30.0,5,5,5,5,5.0,def test_start_todo():
Unknown,test_complete_todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,99,30.0,5,5,5,5,5.0,def test_complete_todo():
Unknown,test_complete_already_completed_todo,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,111,30.0,5,5,5,5,5.0,def test_complete_already_completed_todo():
Unknown,test_is_overdue,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,120,30.0,5,5,5,5,5.0,def test_is_overdue():
Unknown,test_todo_equality,/mnt/data/spectrometer_system_audit/validation/test_repos/dddpy_real/tests/domain/todo/entities/test_todo.py,155,30.0,5,5,5,5,5.0,def test_todo_equality():
